type,longitude,latitude,NDVI,NDBI,BSI,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,distriver1,distriver2,bulk_density,slope,tri,ph,soc,clay,cec,lidar_elevation_value,label
earthwork,-69.147,-12.5528,0.4888084,-0.24196173,-0.1623472686428141,25.375,10.63333321,72.33560944,102.1251297,32.09999847,17.39999962,14.69999886,26.03333282,23.96666718,26.28333282,23.88333321,2114,319,54,57.92189789,912,178,678,215,912926.7697,317451.0845,129.0,3.2036211490631104,8.274607894182783,50.0,108.0,26.2,15.0,136.0,1
earthwork,-67.194,-8.9468,0.29351097,-0.13252257,-0.1055434253310504,25.64999962,11.23333359,75.39151001,69.15068817,32.59999847,17.70000076,14.89999771,25.91666603,24.70000076,26.28333282,24.64999962,2074,307,22,61.04689789,865,98,516,175,584771.4037,741903.2047,131.0,0.3520893454551697,1.8856180831641267,42.0,83.0,37.6,13.2,161.0,1
earthwork,-67.283,-8.9588,0.29146644,-0.16699357,-0.1136766944610423,25.54583359,10.85833359,75.4050827,69.91743469,32.20000076,17.79999924,14.40000153,25.85000038,24.54999924,26.14999962,24.54999924,2040,309,21,62.12957764,862,93,503,171,581423.9637,734329.4951,130.0,1.1969568729400637,2.309401076758503,41.0,85.0,30.8,13.4,149.0,1
earthwork,-67.254,-8.9697,0.3428158,-0.13096291,-0.095137420718816,25.56666565,10.98333359,75.22831726,69.75063324,32.29999924,17.70000076,14.59999847,25.86666679,24.60000038,26.18333244,24.54999924,2052,308,21,61.84244156,865,94,507,173,583955.1314,735590.9403,131.0,0.1649764329195022,3.456966485801003,42.0,80.0,35.658,11.828,177.0,1
earthwork,-67.248,-8.9631,0.36712602,-0.13967325,-0.1118648091777812,25.60416603,11.0583334,75.22675323,70.07978058,32.40000153,17.70000076,14.70000076,25.89999962,24.63333321,26.21666718,24.58333397,2068,310,22,61.29190063,867,97,515,175,583704.0107,736301.8952,131.0,0.4694679379463196,1.39664500999765,43.0,91.0,37.746,12.836,162.0,1
earthwork,-67.241,-8.9663,0.3774406,-0.15505941,-0.1097805015321118,25.60416603,11.10833359,75.5668869,69.62425995,32.40000153,17.70000076,14.70000076,25.89999962,24.63333321,26.21666718,24.60000038,2064,308,22,61.29447556,864,97,513,175,584002.5484,736706.4729,129.0,1.1033498048782349,2.997941680717992,43.0,103.0,38.5,14.07,114.0,1
earthwork,-67.431,-10.3738,0.43739232,-0.098895006,-0.073041837912565,25.72916603,10.44166756,70.55181122,80.26824951,32.5,17.70000076,14.79999924,26.04999924,24.64999962,26.43333435,24.56666756,1706,229,41,48.23727798,670,164,433,181,719129.2527,613729.7625,134.0,0.7165820002555847,5.676462121975467,46.0,88.0,25.9,14.3,108.0,1
earthwork,-67.583,-10.3276,0.43451607,-0.09144141,-0.065424558568407,25.49583435,10.5583334,70.3888855,83.05141449,32.29999924,17.29999924,15.0,25.88333321,24.36666679,26.20000076,24.28333282,1689,222,50,44.73122787,648,184,430,196,708608.7978,604139.4628,135.0,1.0986961126327517,4.175176495123369,47.0,85.0,27.2,14.8,110.0,1
earthwork,-67.539,-10.3241,0.41528577,-0.08081916,-0.0497802797788485,25.53750038,10.50833321,70.05554199,82.93276215,32.40000153,17.39999962,15.00000191,25.88333321,24.41666603,26.26666641,24.33333397,1675,221,48,46.17017365,649,174,424,190,709921.5282,607815.0046,135.0,0.7070278525352478,2.5724082006201896,49.0,85.0,27.818208,13.452368,115.0,1
earthwork,-67.544,-10.2712,0.37753418,-0.07352847,-0.0197280248744661,25.45416641,10.54166698,70.27777863,81.05715942,32.29999924,17.29999924,15.0,25.78333282,24.35000038,26.16666603,24.28333282,1704,220,52,44.00192642,650,188,433,202,704130.9224,611689.3953,130.0,0.9461182355880736,5.1949643233602885,47.0,124.0,22.149,17.432,135.0,1
earthwork,-67.501,-10.3068,0.49050054,-0.14602757,-0.1005362553403678,25.49166679,10.55000019,70.80536652,81.17974091,32.29999924,17.39999962,14.89999962,25.85000038,24.38333321,26.18333435,24.31666756,1697,223,46,46.11646271,656,175,432,190,709549.421,612491.7642,133.0,0.5915166735649109,2.309401076758503,47.0,134.0,27.136336,13.778368,142.0,1
earthwork,-67.501,-10.3085,0.48773235,-0.14722437,-0.1058479238280253,25.50416756,10.52499962,70.63758087,82.30923462,32.29999924,17.39999962,14.89999962,25.86666679,24.38333321,26.21666718,24.31666756,1701,224,48,45.7917099,657,178,431,194,709567.3324,612478.0145,133.0,0.5915166735649109,2.309401076758503,47.0,134.0,27.86992,13.82896,113.0,1
earthwork,-67.5,-10.3064,0.47768658,-0.13468087,-0.094816425871265,25.54999924,10.53333282,70.22221375,81.32428741,32.40000153,17.39999962,15.00000191,25.88333321,24.44999886,26.26666641,24.36666679,1698,224,47,46.1565094,657,175,432,190,709545.2184,612513.5991,131.0,3.053614377975464,7.453559924999299,47.0,101.0,26.7772,13.7536,134.0,1
earthwork,-67.534,-10.2689,0.3607918,-0.071803905,-0.043505778574772,25.42083359,10.49166679,70.41386414,81.61600494,32.20000076,17.29999924,14.90000153,25.76666641,24.31666756,26.13333321,24.23333359,1698,220,50,44.53741074,650,184,433,198,704120.0111,612461.7228,131.0,0.5201682448387146,2.0964402515683056,47.0,155.0,24.45,17.9,137.0,1
earthwork,-67.532,-10.335,0.41346198,-0.112602316,-0.0687197760244337,25.58749962,10.52499962,70.63757324,82.1618576,32.40000153,17.5,14.90000153,25.95000076,24.46666718,26.30000114,24.39999962,1690,224,48,46.02654266,654,176,429,191,710890.1709,607779.6695,132.0,1.8423320055007932,7.617394000445794,48.0,98.0,28.288,13.0,145.0,1
earthwork,-67.509,-10.3247,0.41468012,-0.07241325,-0.0392249101700513,25.48333359,10.5666666,70.9172287,81.27767181,32.29999924,17.39999962,14.89999962,25.83333397,24.38333321,26.18333435,24.29999924,1700,224,49,45.78647995,657,179,431,193,711041.0714,610523.7053,134.0,0.347804844379425,2.2333056935820985,46.0,116.0,27.7,17.5,133.0,1
earthwork,-67.548,-10.3215,0.4327017,-0.07022728,-0.0437875312491946,25.55416679,10.54166698,70.277771,82.74986267,32.40000153,17.39999962,15.00000191,25.88333321,24.43333244,26.28333282,24.35000038,1680,222,47,46.05513,650,174,427,190,709138.9701,607328.7887,137.0,1.296674132347107,4.148478822798597,46.0,107.0,26.22784,15.39392,110.0,1
earthwork,-67.557,-10.2985,0.4100993,-0.04106862,-0.0125880138989715,25.47916603,10.57499981,70.5,82.08804321,32.29999924,17.29999924,15.0,25.83333397,24.36666679,26.18333435,24.28333282,1686,221,49,45.20809555,649,180,430,194,706499.3816,608160.6085,132.0,1.0854361057281494,3.1544599036842005,47.0,119.0,23.56,18.814,124.0,1
earthwork,-67.558,-10.3187,0.43666446,-0.09032363,-0.0498261580938746,25.55416679,10.54166698,70.277771,82.74986267,32.40000153,17.39999962,15.00000191,25.88333321,24.43333244,26.28333282,24.35000038,1684,222,49,45.41081238,649,180,428,193,708584.9079,606864.4217,136.0,1.713220238685608,5.314782552489781,49.0,95.0,27.4,14.5,129.0,1
earthwork,-67.418,-10.372,0.44205558,-0.11644901,-0.0883856144792985,25.75,10.4333334,70.49549866,80.90396881,32.5,17.70000076,14.79999924,26.08333206,24.64999962,26.46666718,24.58333397,1707,229,42,48.39383698,671,163,434,181,719595.2913,614665.4267,134.0,2.196674346923828,7.333333333333333,47.0,80.0,26.19008,13.72128,121.0,1
earthwork,-67.405,-10.337,0.45169806,-0.08631889,-0.0603657908702781,25.69583321,10.47500038,70.30201721,80.72001648,32.5,17.60000038,14.89999962,26.03333282,24.60000038,26.41666794,24.53333282,1708,230,43,48.49198532,673,163,434,181,716306.3813,618404.2855,135.0,0.8851505517959595,3.4889596595795656,49.0,78.0,27.5,14.9,126.0,1
earthwork,-67.541,-10.3278,0.40712568,-0.049113333,-0.0292863318342644,25.54583359,10.52499962,70.16665649,83.54254913,32.40000153,17.39999962,15.00000191,25.88333321,24.41666603,26.28333282,24.33333397,1693,223,49,45.62257385,653,178,430,193,710110.141,607597.6982,135.0,0.4959306418895721,2.4545246704866432,46.0,110.0,27.570216,13.394336,133.0,1
earthwork,-67.419,-10.3782,0.4291661,-0.121248506,-0.0918317214008148,25.71666718,10.40000057,70.27027893,80.51914978,32.5,17.70000076,14.79999924,26.03333282,24.61666679,26.43333435,24.56666756,1705,229,42,48.3964119,671,163,433,182,719927.5544,614410.2149,136.0,1.2010637521743774,6.616477747093069,47.0,77.0,25.760384,13.560144,132.0,1
earthwork,-67.542,-10.329,0.4420658,-0.093861565,-0.0703665245343879,25.54166603,10.51666641,70.11109924,83.28029633,32.40000153,17.39999962,15.00000191,25.88333321,24.41666603,26.28333282,24.33333397,1693,223,49,45.38704681,652,179,431,194,710206.2459,607537.7349,136.0,0.2318714708089828,2.3778816176699973,47.0,89.0,27.73356,13.29776,131.0,1
earthwork,-67.334,-10.3607,0.48866987,-0.1008059,-0.0786016682120557,25.81666565,10.33333397,70.77625275,79.61078644,32.5,17.89999962,14.60000038,26.13333321,24.73333359,26.53333282,24.68333244,1714,233,38,50.13936234,682,154,435,175,721571.1334,622778.6545,132.0,1.4045864343643188,4.228066131208818,47.0,68.0,24.4,12.3,132.0,1
earthwork,-66.16,-11.1459,0.5526043,-0.296147,-0.2396089510375805,27.06666565,10.13333321,72.38095093,64.71379852,33.70000076,19.70000076,14.0,27.11666679,26.29999924,27.81666565,26.21666718,1673,259,20,65.15547943,748,81,393,140,797021.8086,675861.4023,128.0,0.372966468334198,1.3333333333333333,50.0,254.0,37.1778,11.6,112.0,1
earthwork,-65.779,-9.589,0.32132384,-0.13073614,-0.0934402550181799,26.07083321,10.9416666,74.4331131,59.90364456,33.09999847,18.39999962,14.69999886,26.16666603,25.35000038,26.73333359,25.25,1858,287,15,65.13510132,798,74,454,140,620855.3048,810403.1683,131.0,0.9379032850265504,3.201080064642212,44.0,101.0,39.3,16.6,135.0,1
earthwork,-65.734,-9.372,0.36899152,-0.1079857,-0.0862874800080744,26.14166641,10.73333359,75.05826569,57.71533966,32.90000153,18.60000038,14.30000114,26.25,25.41666794,26.78333282,25.35000038,1848,278,15,63.79953766,784,79,455,138,596781.1882,828820.2752,132.0,0.746248185634613,2.3622546250520684,43.0,76.0,34.2,12.8,124.0,1
earthwork,-65.764,-9.5709,0.23693764,-0.021295225,-0.0152209616349306,26.02916718,10.9416666,74.9429245,58.44414902,33.0,18.39999962,14.60000038,26.10000038,25.31666565,26.70000076,25.23333359,1867,287,15,64.36253357,797,77,461,142,618347.8107,812921.9964,133.0,0.660452127456665,3.197221015541813,46.0,80.0,37.3,13.9,127.0,1
earthwork,-65.697,-9.6364,0.33656093,-0.05886968,-0.0300389598535762,26.34583282,11.04166603,74.10514069,60.62024307,33.5,18.60000038,14.89999962,26.41666794,25.63333321,27.03333282,25.51666641,1840,289,15,64.37187958,789,78,451,140,622139.6828,814083.9378,130.0,0.1175955310463905,5.981452814975453,44.0,101.0,37.0,12.3,160.0,1
earthwork,-65.758,-9.4271,0.270958,-0.06616845,-0.0469827203299261,25.97916603,10.85833359,74.88504791,57.70056915,32.90000153,18.39999962,14.50000191,26.04999924,25.26666641,26.63333321,25.20000076,1868,280,15,63.50303268,788,80,463,140,603456.1717,823011.0897,133.0,1.0062813758850098,8.642416214502415,43.0,98.0,26.2,12.7,161.0,1
earthwork,-65.804,-9.6216,0.33689126,-0.095060594,-0.0550344801237846,26.14999962,10.80000019,75.0,59.00693512,33.0,18.60000038,14.39999962,26.23333359,25.41666603,26.81666565,25.35000038,1855,286,14,65.88969421,801,72,451,139,625283.816,806046.9076,133.0,0.7426296472549438,2.298684540619845,44.0,82.0,38.4,13.6,129.0,1
earthwork,-65.731,-9.6157,0.3485946,-0.07525299,-0.0574074311869327,26.30000114,10.98333359,74.21170807,59.27594376,33.40000153,18.60000038,14.80000114,26.36666679,25.60000038,26.96666718,25.48333359,1850,288,15,64.55737305,794,76,455,141,621473.028,812673.3943,130.0,0.6604959964752197,2.0548046676563256,42.0,129.0,33.8,19.3,152.0,1
earthwork,-69.127,-11.3011,0.40840977,-0.15556407,-0.1095096550691786,24.95833397,10.78333378,70.02164459,103.3712082,31.70000076,16.29999924,15.40000153,25.60000038,23.45000076,25.83333397,23.45000076,1658,233,25,59.76441574,690,99,554,99,774552.1949,406245.4754,133.0,1.1739215850830078,4.771313456351825,47.0,86.0,20.3,15.9,143.0,1
earthwork,-67.729,-9.7404,0.4435787,-0.105071105,-0.0816840941245344,25.125,10.69999981,71.33333588,82.64105225,32.0,17.0,15.0,25.53333282,23.96666718,25.78333282,23.91666794,1735,231,49,45.66899109,677,185,429,209,641671.5769,637301.6158,134.0,1.5785138607025146,8.908312112367915,48.0,112.0,24.9,13.6,156.0,1
earthwork,-67.705,-9.7344,0.4651396,-0.14869656,-0.1007740051243739,25.03333282,10.66666698,71.58837128,82.71895599,31.79999924,16.89999962,14.89999962,25.45000076,23.86666679,25.70000076,23.83333397,1750,233,50,45.75577545,684,186,518,212,641949.2341,639615.0749,129.0,0.9348374605178832,5.035675197166801,49.0,90.0,31.8,16.3,162.0,1
earthwork,-67.706,-9.7418,0.36006185,-0.07055232,-0.0524947220485261,25.09166718,10.60000038,71.14093781,83.22568512,31.89999962,17.0,14.89999962,25.5,23.91666603,25.76666641,23.88333321,1742,231,50,45.52635574,678,185,518,209,642326.7355,639284.7475,131.0,1.773923635482788,2.024540795365045,47.0,132.0,31.646256,16.095008,131.0,1
earthwork,-67.762,-9.6802,0.32997897,-0.0898868,-0.0711229180917232,25.23749924,10.80833244,71.57836914,83.77799225,32.09999847,17.0,15.09999847,25.64999962,24.04999924,25.93333435,24.03333282,1766,235,48,46.62812805,692,182,528,210,634086.2141,639685.2746,135.0,0.3713878989219665,3.333333333333333,47.0,105.0,33.35,13.85,169.0,1
earthwork,-68.315,-10.6667,0.46628642,-0.05546391,-0.0246750800527406,25.35000038,10.70000076,70.39474487,87.54219818,32.09999847,16.89999962,15.19999886,25.81666756,24.11666679,26.10000038,24.10000038,1740,267,31,58.92655182,739,111,548,137,721125.5691,519095.3269,130.0,1.820503115653992,6.811392055108543,45.0,75.0,19.15,11.5,131.0,1
earthwork,-68.334,-10.6688,0.42779794,-0.06904698,-0.0415371702093872,25.375,10.73333359,70.15250397,89.37919617,32.20000076,16.89999962,15.30000114,25.81666756,24.11666679,26.16666794,24.10000038,1743,269,30,59.34097672,743,108,548,136,720586.3532,517649.341,131.0,1.4687706232070925,3.5311663515716742,44.0,83.0,16.648,11.678,159.0,1
earthwork,-68.422,-10.6937,0.34848222,-0.089049734,-0.0430645813252074,25.35000038,10.75,70.72369385,88.52323914,32.09999847,16.89999962,15.19999886,25.83333397,24.10000038,26.11666679,24.08333397,1759,276,27,61.23892975,760,100,553,132,721030.1541,508648.3214,134.0,1.2967259883880615,4.136557881996952,45.0,97.0,17.7,13.3,169.0,1
earthwork,-68.444,-10.7801,0.45300183,-0.11633975,-0.0743227598981246,25.22500038,10.64999962,70.06578827,90.06312561,32.0,16.79999924,15.20000076,25.70000076,23.95000076,26.01666641,23.95000076,1746,273,26,61.42206955,754,98,555,129,729747.3529,500204.2067,130.0,3.3331375122070312,12.649110640673518,44.0,124.0,21.7,14.75,199.0,1
earthwork,-68.368,-10.6835,0.5379735,-0.16862217,-0.120700108073912,25.35833359,10.6833334,70.28509521,88.54463196,32.09999847,16.89999962,15.19999886,25.83333397,24.10000038,26.11666679,24.10000038,1737,272,28,60.6765213,747,103,549,132,721293.8705,513719.0095,126.0,2.5018763542175293,6.816827400079307,46.0,67.0,17.2,11.2,160.0,1
earthwork,-68.326,-10.6403,0.41543984,-0.11110067,-0.0841181165203512,25.35000038,10.4333334,70.02237701,89.36644745,32.0,17.10000038,14.89999962,25.81666565,24.08333397,26.13333321,24.08333397,1720,267,28,60.03690338,737,105,541,136,717725.798,520360.8345,131.0,2.1216530799865723,6.402160129283414,45.0,73.0,14.2,10.6,130.0,1
earthwork,-68.371,-10.7836,0.50992906,-0.120054714,-0.0938158954108039,25.19166565,10.39999962,70.2702713,89.05649567,31.79999924,17.0,14.79999924,25.66666603,23.91666603,25.96666718,23.91666603,1739,271,28,60.57292175,747,102,549,102,732106.793,505934.7232,130.0,1.079870343208313,11.36705223631916,46.0,96.0,18.3,13.0,134.0,1
earthwork,-68.47,-10.8303,0.36456385,-0.023702959,0.0260131281207339,25.27499962,10.76666641,70.37036896,90.18920135,32.09999847,16.79999924,15.29999924,25.75,24.0,26.06666565,24.0,1742,273,26,61.75353622,752,94,557,127,734682.682,494416.1434,131.0,0.3541115820407867,5.71115434484234,45.0,94.0,22.4,13.7,159.0,1
earthwork,-68.55,-10.5556,0.4515006,-0.07100037,-0.0543330538125669,25.04166603,10.44999981,71.08843231,87.38197327,31.60000038,16.89999962,14.70000076,25.53333282,23.78333282,25.78333282,23.78333282,1733,272,26,62.12715912,750,93,552,93,702934.3269,509527.3004,125.0,0.9348756074905396,3.620926830400072,47.0,74.0,18.1,12.9,150.0,1
earthwork,-68.408,-10.6761,0.40833896,-0.08863036,-0.0677322640230941,25.36666679,10.73333359,70.61404419,89.17125702,32.09999847,16.89999962,15.19999886,25.85000038,24.11666679,26.13333321,24.08333397,1737,274,26,61.96067429,755,96,548,128,719473.3863,511108.6087,132.0,2.1625819206237797,6.897843642297434,45.0,79.0,15.4,12.3,164.0,1
earthwork,-68.411,-10.7164,0.40143394,-0.06716698,-0.0416046201458039,25.32083321,10.74166679,70.66886139,89.53056335,32.09999847,16.89999962,15.19999886,25.79999924,24.04999924,26.10000038,24.04999924,1762,276,27,61.14242935,760,101,555,101,723764.8401,507783.9292,133.0,2.1024906635284424,6.8059523693836965,45.0,104.0,17.9,13.6,144.0,1
earthwork,-68.362,-10.7731,0.3801631,-0.019086009,0.0031154757873348,25.33749962,10.54166698,70.27777863,89.19145966,32.0,17.0,15.0,25.81666565,24.08333206,26.13333321,24.06666565,1737,271,28,60.69415283,747,102,550,131,731143.637,507419.437,130.0,3.7072834968566895,10.733586378429552,44.0,97.0,18.4,12.9,144.0,1
earthwork,-68.281,-10.7882,0.4464076,-0.12440314,-0.0853685807979159,25.33333397,10.3166666,70.18141174,90.46175385,31.89999962,17.20000076,14.69999886,25.83333397,24.03333282,26.11666679,24.03333282,1696,265,27,60.77280426,731,102,538,102,734801.8086,512871.6335,128.0,3.126509666442871,13.598293284339636,48.0,98.0,18.7,12.3,161.0,1
earthwork,-68.268,-10.6689,0.3834807,-0.03553841,-0.0012522793681481,25.36666679,10.5666666,69.97793579,89.32406616,32.09999847,17.0,15.09999847,25.83333397,24.10000038,26.14999962,24.10000038,1735,264,31,58.04537582,731,115,545,141,722377.9904,522837.249,132.0,2.6022677421569824,9.13006159296644,46.0,74.0,19.4,11.5,116.0,1
earthwork,-68.452,-10.7831,0.44532946,-0.10756596,-0.0567506902647835,25.25,10.63333321,70.41942596,90.20180511,32.0,16.89999962,15.10000038,25.73333359,23.96666718,26.04999924,23.96666718,1736,273,25,61.93472672,753,95,553,95,729926.4825,499634.1543,131.0,0.1159362122416496,3.9471821485185,46.0,108.0,20.22,14.491,137.0,1
earthwork,-68.332,-10.668,0.3670841,-0.05567067,-0.0429447852760736,25.38750076,10.72500038,70.09803772,90.38115692,32.20000076,16.89999962,15.30000114,25.85000038,24.11666679,26.18333435,24.10000038,1742,268,30,59.32297897,742,108,548,136,720574.6792,517699.9551,129.0,0.7804312109947205,4.441665798068233,44.0,77.0,16.504,11.894,136.0,1
earthwork,-66.083,-13.9919,0.38617855,-0.0314538,-0.0247215859726719,26.01666641,10.51666641,64.51943207,131.6733704,33.0,16.70000076,16.29999924,26.89999962,24.18333435,27.08333206,24.16666603,1707,265,29,60.9671402,751,117,545,158,1095542.279,582761.0159,135.0,0.1664839684963226,0.5665577237312632,52.0,105.0,25.95,12.5,139.0,1
earthwork,-66.004,-13.9497,0.29518664,-0.06768698,-0.0231390770341535,26.03750038,10.59166622,64.97955322,125.6279755,33.0,16.70000076,16.29999924,26.83333397,24.29999924,27.03333282,24.26666641,1688,264,27,61.58105469,745,111,544,153,1088734.403,591626.9362,133.0,0.1664682477712631,1.1331154474653804,49.0,98.0,24.9,14.8,160.0,1
earthwork,-63.655,-13.6419,0.75103503,-0.32994246,-0.2830556994812152,25.91250038,10.95833397,68.48958588,93.5201416,33.20000076,17.20000076,16.0,26.28333282,24.71666718,26.76666641,24.51666641,1413,235,14,70.45569611,659,56,335,96,1019608.993,816219.5786,126.0,0.499053418636322,2.04275292342798,56.0,101.0,23.19056,11.05992,183.0,1
earthwork,-63.656,-13.6338,0.7497423,-0.29121387,-0.2566902069718393,25.89166641,10.94999981,68.4375,93.09896851,33.20000076,17.20000076,16.0,26.25,24.71666718,26.75,24.5,1417,235,14,70.4246521,661,56,337,96,1019258.258,816493.5142,125.0,0.347804844379425,1.617802197618115,56.0,96.0,21.932,11.19,164.0,1
earthwork,-65.417,-13.9385,0.49407467,-0.28306982,-0.2068753228287325,26.15416718,10.92500019,65.41915894,118.6373291,33.20000076,16.5,16.70000076,26.86666679,24.53333282,27.06666756,24.46666718,1664,259,25,61.70396423,728,96,548,142,1073225.78,654809.9038,127.0,0.478872001171112,2.3570226039551585,50.0,148.0,22.9,14.6,125.0,1
earthwork,-63.555,-13.2971,0.62501585,-0.23732385,-0.1712674347146269,25.85416603,10.75833321,70.77851105,84.75789642,32.79999924,17.60000038,15.19999886,26.16666603,24.76666641,26.64999962,24.60000038,1424,237,11,71.57094574,666,49,334,93,981550.7858,830647.8737,126.0,1.8241814374923704,6.196374886043918,57.0,104.0,22.10976,10.69848,175.0,1
earthwork,-63.563,-13.3014,0.6458175,-0.23532589,-0.1882238296071909,25.90416718,10.75833321,70.77850342,84.48932648,32.90000153,17.70000076,15.20000076,26.23333359,24.81666565,26.68333435,24.64999962,1422,237,11,71.6709137,665,48,335,91,981835.3241,831015.9823,126.0,1.5787564516067505,5.696002496878354,56.0,112.0,24.655296,10.634208,145.0,1
earthwork,-63.56,-13.2962,0.7033029,-0.3130341,-0.2563801944553001,25.79999924,10.75,71.19205475,82.76472473,32.70000076,17.60000038,15.10000038,26.13333321,24.73333359,26.56666756,24.56666756,1422,237,10,71.88642883,665,47,492,90,981500.924,830937.5815,127.0,1.3792544603347778,5.830951894845301,56.0,104.0,23.27004,10.69692,157.0,1
earthwork,-63.466,-13.7404,0.64217174,-0.32407933,-0.2637475040017522,25.97083282,10.77499962,68.63057709,96.40016937,33.09999847,17.39999962,15.69999886,26.39999962,24.71666718,26.88333321,24.54999924,1424,235,14,69.93161774,662,57,497,100,1030889.864,792934.7419,125.0,0.2653658390045166,5.896221849520589,54.0,135.0,22.4,11.3,147.0,1
earthwork,-63.488,-13.724,0.6014677,-0.27563557,-0.2101914032947028,25.99583244,10.80833244,68.84288788,94.51931,33.09999847,17.39999962,15.69999886,26.43333435,24.76666641,26.89999962,24.60000038,1431,236,15,69.5668869,663,59,498,101,1029048.731,795920.818,137.0,0.2653515934944153,1.3333333333333333,53.0,108.0,24.05,12.1,150.0,1
earthwork,-64.22,-13.1871,0.5285688,-0.14415768,-0.0728019162744189,26.22083282,10.79166698,68.73672485,85.5585556,33.5,17.79999924,15.70000076,26.53333282,25.11666679,27.04999924,24.95000076,1453,237,14,68.80232239,664,57,345,94,972305.0326,795231.4504,137.0,0.5853624939918518,3.7940824619920654,52.0,105.0,28.3,12.9,127.0,1
earthwork,-63.437,-13.6911,0.68268573,-0.26064476,-0.2259532719732983,25.82500076,10.76666641,69.46235657,94.59241486,32.90000153,17.39999962,15.50000191,26.23333359,24.60000038,26.71666718,24.43333435,1410,234,13,70.78417206,660,55,489,97,1025536.382,793539.6809,124.0,1.3263782262802124,4.9690399499998215,55.0,97.0,25.074432,11.474432,127.0,1
earthwork,-63.881,-13.6061,0.5173896,-0.093991086,-0.0496498723569524,25.99583244,10.875,69.26751709,93.0165863,33.09999847,17.39999962,15.69999886,26.39999962,24.79999924,26.86666679,24.61666679,1424,236,13,70.03593445,661,56,487,96,1016695.82,824054.4438,136.0,0.5304813385009766,3.5728744868472493,53.0,94.0,23.5,11.1,105.0,1
earthwork,-63.384,-13.768,0.734223,-0.35591048,-0.2904760538702409,25.91250038,10.6916666,68.97848511,96.97998047,32.90000153,17.39999962,15.50000191,26.38333321,24.63333321,26.81666756,24.48333359,1417,234,14,70.24417877,660,57,494,99,1034068.376,783993.1707,126.0,0.1664010286331176,3.17785547690535,54.0,111.0,25.7,12.7,92.0,1
earthwork,-63.753,-13.1049,0.62032217,-0.20946448,-0.1753456701218642,25.95416641,10.82499981,70.75163269,79.92775726,33.0,17.70000076,15.29999924,26.21666718,24.93333435,26.71666718,24.76666641,1431,237,10,71.01317596,665,48,336,92,960477.5503,846671.3123,132.0,1.042454481124878,2.449489742783178,50.0,83.0,24.6,11.7,73.0,1
earthwork,-63.543,-13.2883,0.6099808,-0.10969995,-0.0908185289722729,25.83749962,10.74166679,71.13686371,83.23365784,32.70000076,17.60000038,15.10000038,26.16666603,24.76666641,26.60000038,24.60000038,1424,237,10,71.71095276,666,48,493,92,980568.6344,830198.9853,129.0,0.93502676486969,4.898979485566356,52.0,88.0,24.9,9.7,67.0,1
earthwork,-63.811,-13.7883,0.53250474,-0.18421772,-0.1182376625529902,25.95833397,10.94999981,68.86793518,97.11363983,33.09999847,17.20000076,15.89999771,26.39999962,24.70000076,26.85000038,24.51666641,1437,235,15,68.47771454,661,62,492,101,1036701.912,820238.2457,130.0,0.8202313780784607,4.483164667073621,52.0,91.0,23.7,11.9,80.0,1
earthwork,-64.078,-12.6633,0.44575313,-0.03038124,0.0063640001729044,26.14999962,10.89999962,71.71052551,78.62453461,33.20000076,18.0,15.20000076,26.36666679,25.14999962,26.95000076,25.0,1485,244,12,69.78438568,685,51,349,95,913019.7304,823240.035,127.0,2.159470796585083,8.379870059984357,50.0,151.0,22.7,11.4,80.0,1
earthwork,-62.903,-12.8513,0.46127602,-0.032094825,-0.0092841571777932,25.625,11.11666679,71.26068878,77.59159088,32.79999924,17.20000076,15.59999847,25.91666794,24.66666603,26.30000114,24.45000076,1527,254,7,73.1336441,718,44,371,93,934383.2753,810451.2494,131.0,0.8640273809432983,3.590109871423002,50.0,96.0,26.7,11.0,77.0,1
earthwork,-63.522,-13.3804,0.66607904,-0.32510817,-0.2497873071285064,25.92083359,10.77500057,69.96753693,84.05783081,33.0,17.60000038,15.39999962,26.23333359,24.85000038,26.70000076,24.66666794,1437,237,12,70.89259338,669,52,349,93,990819.2201,822033.1788,130.0,1.6217349767684937,4.916588197741759,53.0,116.0,26.0,12.7,48.0,1
earthwork,-63.672,-13.6488,0.56755054,-0.15256983,-0.0976207264629731,25.91666603,10.9333334,68.33333588,94.20317078,33.20000076,17.20000076,16.0,26.26666641,24.71666718,26.79999924,24.51666641,1419,235,14,69.99607849,660,57,339,96,1020817.396,816953.5047,127.0,0.2318714708089828,1.1967032904737338,54.0,90.0,26.4,10.6,75.0,1
earthwork,-63.704,-13.685,0.65436405,-0.26095095,-0.2020928980390383,25.91666603,10.91666698,68.65828705,94.6844635,33.09999847,17.20000076,15.89999771,26.29999924,24.71666718,26.78333282,24.5,1427,235,14,69.48999023,661,59,341,99,1024919.536,817417.3476,128.0,0.5918144583702087,1.563471919941143,53.0,94.0,26.8,11.7,179.0,1
earthwork,-63.701,-13.7016,0.6158718,-0.27229002,-0.2165713039246942,25.90416718,10.875,69.26750946,94.47120667,33.0,17.29999924,15.70000076,26.28333282,24.70000076,26.78333282,24.5,1416,234,14,70.02668762,659,58,488,98,1026756.838,816041.0521,132.0,1.380998611450195,3.9752319599995807,53.0,111.0,26.6,12.4,150.0,1
